pmf_160_0.001_0.005	1.1153	1.2939	0.9659	0.7682	0.9245	1.2663	2.0037	2.6080	1.4575	0.8871	1.3499	2.5930
pmf_80_0.05_0.1	0.8662	0.9131	0.6863	0.7402	1.1405	1.6465	1.2666	1.4382	0.7553	0.8228	1.8616	3.6303
pmf_40_0.05_0.001	1.1542	1.2372	1.0527	0.9728	1.1369	1.4669	2.3265	2.8510	1.7147	1.3571	1.9782	3.6128
biasedmf_80_0.001_0.005	1.1602	1.4129	0.9568	0.6828	0.8594	1.2952	2.0374	2.7849	1.3721	0.7083	1.1753	2.5032
pmf_40_0.005_0.05	1.0027	1.1005	0.8685	0.7874	1.0198	1.4303	1.7092	2.1005	1.1903	0.9345	1.6347	3.1010
pmf_40_0.05_0.1	0.8884	0.9252	0.7321	0.7793	1.1387	1.6168	1.3607	1.5441	0.8547	0.9080	1.8957	3.6280
pmf_20_0.05_0.01	1.1871	1.2062	1.1244	1.1146	1.2887	1.5487	2.5570	3.0010	1.9416	1.6993	2.4984	4.2050
biasedmf_40_0.005_0.05	1.1712	1.4017	0.9800	0.7437	0.8952	1.3069	2.1376	2.8811	1.4632	0.8277	1.2892	2.6325
pmf_20_0.05_0.001	1.3117	1.3327	1.2769	1.2453	1.3357	1.5246	3.1195	3.7163	2.4604	2.0248	2.6593	4.3435
pmf_40_0.005_0.001	1.1605	1.2724	1.0688	0.9276	1.0437	1.3170	2.3121	2.8837	1.7681	1.2446	1.7279	3.1109
biasedmf_160_0.05_0.05	1.1670	1.4642	0.9181	0.6008	0.8307	1.4026	1.9660	2.7644	1.2262	0.5517	1.0737	2.6422
pmf_160_0.005_0.005	1.0876	1.2254	0.9546	0.8100	0.9810	1.3271	1.9762	2.5088	1.4298	0.9799	1.5201	2.8906
pmf_80_0.05_0.001	1.0751	1.1821	0.9462	0.8512	1.0509	1.4108	1.9674	2.4386	1.4101	1.0697	1.7260	3.1733
biasedmf_20_0.001_0.1	1.1929	1.4880	0.9616	0.6317	0.8170	1.3707	2.0700	2.8994	1.3455	0.6013	1.0513	2.5750
pmf_20_0.01_0.005	1.1918	1.2541	1.1295	1.0474	1.1674	1.3708	2.5288	3.0690	1.9551	1.5341	2.1178	3.4254
pmf_40_0.005_0.005	1.1300	1.2415	1.0262	0.8975	1.0422	1.3375	2.1866	2.7251	1.6386	1.1753	1.7215	3.1010
pmf_80_0.005_0.05	0.9873	1.0972	0.8363	0.7476	1.0111	1.4450	1.6360	2.0282	1.1063	0.8522	1.5900	3.0932
pmf_80_0.001_0.05	1.1066	1.3173	0.9147	0.6994	0.9082	1.3566	1.8987	2.5251	1.2957	0.7413	1.2771	2.7227
biasedmf_80_0.05_0.01	1.1761	1.4360	0.9590	0.6826	0.8750	1.3848	2.0849	2.8562	1.3774	0.7069	1.2083	2.7728
pmf_40_0.01_0.001	1.1581	1.2598	1.0671	0.9415	1.0730	1.3484	2.3218	2.8766	1.7670	1.2864	1.8099	3.2110
biasedmf_160_0.01_0.1	1.1594	1.4483	0.9177	0.6111	0.8284	1.3810	1.9530	2.7328	1.2346	0.5678	1.0834	2.5913
biasedmf_320_0.05_0.05	1.1672	1.4660	0.9173	0.5968	0.8293	1.4073	1.9619	2.7614	1.2214	0.5448	1.0671	2.6454
biasedmf_320_0.001_0.001	1.1533	1.4039	0.9468	0.6806	0.8661	1.3003	2.0145	2.7510	1.3476	0.7036	1.1887	2.5328
biasedmf_320_0.05_0.005	1.1638	1.4239	0.9452	0.6732	0.8680	1.3518	2.0371	2.7937	1.3426	0.6890	1.1936	2.6538
pmf_20_0.005_0.1	0.9587	1.0495	0.8144	0.7553	1.0224	1.4448	1.5678	1.9153	1.0547	0.8669	1.6211	3.0830
pmf_80_0.01_0.005	1.0791	1.2015	0.9504	0.8233	1.0160	1.3693	1.9662	2.4683	1.4164	1.0144	1.6178	3.0291
biasedmf_80_0.05_0.005	1.1772	1.4184	0.9773	0.7203	0.8940	1.3570	2.1314	2.8845	1.4457	0.7827	1.2743	2.7744
biasedmf_20_0.05_0.1	1.1886	1.4312	0.9857	0.7311	0.9194	1.3389	2.1780	2.9525	1.4688	0.8044	1.3372	2.7026
biasedmf_80_0.005_0.005	1.1739	1.3745	1.0115	0.7973	0.9355	1.2767	2.2073	2.9151	1.5720	0.9440	1.4025	2.6987
pmf_40_0.005_0.01	1.1030	1.2114	0.9921	0.8742	1.0409	1.3563	2.0819	2.5874	1.5384	1.1242	1.7140	3.0957
biasedmf_40_0.01_0.05	1.1759	1.4189	0.9692	0.7261	0.8950	1.3399	2.1315	2.8931	1.4287	0.7926	1.2773	2.6971
biasedmf_160_0.001_0.01	1.1594	1.4148	0.9546	0.6764	0.8525	1.2984	2.0295	2.7806	1.3628	0.6942	1.1557	2.4971
biasedmf_20_0.005_0.05	1.1824	1.3892	1.0135	0.7928	0.9380	1.3079	2.2440	2.9776	1.5760	0.9437	1.4131	2.7862
biasedmf_160_0.01_0.005	1.1638	1.3840	0.9815	0.7514	0.9069	1.2959	2.1289	2.8496	1.4779	0.8460	1.3089	2.6530
biasedmf_320_0.01_0.005	1.1602	1.3866	0.9725	0.7352	0.8987	1.2993	2.0972	2.8190	1.4449	0.8106	1.2793	2.6231
pmf_20_0.05_0.05	1.0047	1.0227	0.9082	0.9264	1.1805	1.5624	1.8216	2.0835	1.2997	1.2470	2.1190	3.8848
pmf_40_0.01_0.01	1.0831	1.1755	0.9747	0.8736	1.0689	1.4212	2.0271	2.4844	1.4925	1.1306	1.7943	3.2775
pmf_160_0.05_0.1	0.8619	0.9123	0.6763	0.7313	1.1354	1.6516	1.2455	1.4159	0.7339	0.8041	1.8390	3.6266
biasedmf_80_0.005_0.1	1.1580	1.4239	0.9391	0.6544	0.8421	1.3529	2.0016	2.7577	1.3169	0.6504	1.1392	2.6008
biasedmf_40_0.001_0.01	1.1653	1.4219	0.9620	0.6793	0.8499	1.3005	2.0493	2.8082	1.3811	0.6993	1.1507	2.5160
pmf_40_0.01_0.05	0.9702	1.0483	0.8281	0.7864	1.0608	1.5204	1.6098	1.9368	1.0855	0.9328	1.7237	3.3716
biasedmf_80_0.005_0.05	1.1658	1.4124	0.9640	0.7007	0.8698	1.3291	2.0774	2.8247	1.4063	0.7408	1.2177	2.6395
biasedmf_40_0.05_0.05	1.1844	1.4381	0.9698	0.7058	0.9040	1.3608	2.1388	2.9174	1.4197	0.7585	1.2958	2.7136
pmf_20_0.001_0.005	1.1327	1.3241	0.9756	0.7648	0.9150	1.2746	2.0494	2.6867	1.4809	0.8837	1.3258	2.6153
biasedmf_40_0.01_0.01	1.2033	1.3995	1.0438	0.8358	0.9713	1.2988	2.3431	3.0822	1.6712	1.0412	1.5077	2.8260
biasedmf_40_0.05_0.01	1.2165	1.4355	1.0245	0.8168	0.9697	1.3705	2.3376	3.1094	1.6022	0.9911	1.4983	3.0098
biasedmf_80_0.05_0.05	1.1724	1.4584	0.9342	0.6259	0.8446	1.4055	2.0076	2.8002	1.2762	0.5985	1.1144	2.6982
biasedmf_40_0.05_0.005	1.2242	1.4249	1.0543	0.8535	0.9938	1.3435	2.4074	3.1662	1.7031	1.0750	1.5684	2.9747
biasedmf_320_0.005_0.05	1.1588	1.4181	0.9452	0.6695	0.8536	1.3323	2.0185	2.7699	1.3410	0.6794	1.1592	2.5700
biasedmf_160_0.05_0.01	1.1656	1.4400	0.9345	0.6463	0.8546	1.3755	2.0147	2.7911	1.2969	0.6373	1.1499	2.6642
pmf_20_0.01_0.001	1.2347	1.2985	1.1779	1.0945	1.1874	1.3621	2.7141	3.3052	2.1162	1.6399	2.1819	3.5330
biasedmf_20_0.05_0.01	1.2980	1.4368	1.1822	1.0372	1.1463	1.3698	2.8617	3.6316	2.1303	1.5168	2.0465	3.4689
pmf_160_0.01_0.01	1.0290	1.1501	0.8805	0.7751	1.0130	1.4072	1.7729	2.2210	1.2235	0.9069	1.5963	3.0426
pmf_80_0.001_0.005	1.1221	1.3049	0.9702	0.7681	0.9217	1.2724	2.0215	2.6364	1.4679	0.8878	1.3449	2.6126
pmf_40_0.05_0.05	0.9216	0.9571	0.7732	0.8196	1.1453	1.6275	1.4794	1.6913	0.9502	0.9953	1.9358	3.7456
pmf_20_0.001_0.1	1.1209	1.3577	0.8897	0.6718	0.9233	1.4386	1.8991	2.5643	1.2217	0.6813	1.2992	2.9131
biasedmf_40_0.005_0.005	1.1958	1.3764	1.0509	0.8563	0.9798	1.2802	2.3422	3.0554	1.6942	1.0830	1.5310	2.8328
pmf_80_0.001_0.01	1.1162	1.3021	0.9597	0.7552	0.9176	1.2819	1.9920	2.6047	1.4352	0.8610	1.3297	2.6124
biasedmf_20_0.01_0.01	1.2479	1.3901	1.1360	0.9837	1.0694	1.2971	2.6402	3.3652	1.9777	1.3800	1.8041	3.0909
pmf_20_0.01_0.01	1.1570	1.2197	1.0874	1.0140	1.1391	1.3703	2.3826	2.8854	1.8241	1.4549	2.0423	3.3598
pmf_160_0.001_0.01	1.1093	1.2908	0.9554	0.7556	0.9206	1.2769	1.9742	2.5756	1.4246	0.8613	1.3358	2.5964
biasedmf_20_0.005_0.005	1.2255	1.3676	1.1114	0.9602	1.0559	1.2792	2.5471	3.2511	1.8969	1.3205	1.7549	3.0194
pmf_20_0.005_0.005	1.1765	1.2632	1.0946	0.9959	1.1225	1.3150	2.4240	2.9820	1.8434	1.4100	1.9736	3.2220
biasedmf_320_0.001_0.01	1.1573	1.4125	0.9508	0.6747	0.8545	1.3026	2.0210	2.7691	1.3531	0.6908	1.1589	2.5067
pmf_160_0.01_0.005	1.0618	1.1893	0.9230	0.7990	1.0030	1.3686	1.8905	2.3815	1.3419	0.9577	1.5788	2.9771
biasedmf_80_0.001_0.01	1.1630	1.4191	0.9586	0.6790	0.8530	1.2990	2.0411	2.7962	1.3734	0.6991	1.1575	2.4980
