biasedmf_80_0.001_0.005	0.6096	0.7194
biasedmf_40_0.005_0.05	0.6176	0.7733
biasedmf_160_0.05_0.05	0.6264	0.7703
biasedmf_20_0.001_0.1	0.6169	0.7213
biasedmf_80_0.05_0.01	0.6249	0.7815
biasedmf_160_0.01_0.1	0.6308	0.7911
biasedmf_320_0.001_0.001	0.6093	0.7190
biasedmf_320_0.05_0.005	0.6197	0.7703
biasedmf_80_0.05_0.005	0.6224	0.7814
biasedmf_20_0.05_0.1	0.6313	0.7917
biasedmf_80_0.005_0.005	0.6120	0.7649
biasedmf_40_0.01_0.05	0.6283	0.7939
biasedmf_160_0.001_0.01	0.6100	0.7195
biasedmf_20_0.005_0.05	0.6177	0.7768
biasedmf_160_0.01_0.005	0.6162	0.7713
biasedmf_320_0.01_0.005	0.6153	0.7675
biasedmf_80_0.005_0.1	0.6203	0.7744
biasedmf_40_0.001_0.01	0.6100	0.7196
biasedmf_80_0.005_0.05	0.6172	0.7703
biasedmf_40_0.05_0.05	0.6296	0.7858
biasedmf_40_0.01_0.01	0.6220	0.7897
biasedmf_40_0.05_0.01	0.6283	0.7971
biasedmf_80_0.05_0.05	0.6275	0.7751
biasedmf_40_0.05_0.005	0.6264	0.7986
biasedmf_320_0.005_0.05	0.6166	0.7658
biasedmf_160_0.05_0.01	0.6233	0.7748
biasedmf_20_0.05_0.01	0.6379	0.8381
biasedmf_40_0.005_0.005	0.6134	0.7711
biasedmf_20_0.01_0.01	0.6281	0.8132
biasedmf_20_0.005_0.005	0.6153	0.7800
biasedmf_320_0.001_0.01	0.6100	0.7194
biasedmf_80_0.001_0.01	0.6100	0.7195
biasedmf_40_0.001_0.05	0.6130	0.7203
biasedmf_20_0.005_0.001	0.6150	0.7804
biasedmf_20_0.05_0.001	0.6437	0.8659
biasedmf_320_0.01_0.001	0.6145	0.7685
biasedmf_40_0.05_0.001	0.6246	0.8010
biasedmf_40_0.01_0.001	0.6205	0.7906
biasedmf_320_0.05_0.001	0.6160	0.7694
biasedmf_160_0.001_0.001	0.6093	0.7192
biasedmf_80_0.005_0.01	0.6127	0.7652
biasedmf_320_0.01_0.05	0.6243	0.7772
biasedmf_320_0.001_0.005	0.6096	0.7192
biasedmf_20_0.005_0.1	0.6201	0.7759
biasedmf_320_0.005_0.001	0.6102	0.7588
biasedmf_40_0.001_0.005	0.6096	0.7195
biasedmf_320_0.005_0.01	0.6113	0.7586
biasedmf_20_0.001_0.05	0.6130	0.7203
biasedmf_40_0.005_0.1	0.6202	0.7752
biasedmf_320_0.001_0.05	0.6130	0.7203
biasedmf_40_0.05_0.1	0.6285	0.7787
biasedmf_20_0.05_0.005	0.6395	0.8486
biasedmf_20_0.01_0.005	0.6278	0.8146
biasedmf_20_0.001_0.01	0.6100	0.7196
biasedmf_320_0.005_0.005	0.6106	0.7583
biasedmf_20_0.001_0.001	0.6093	0.7194
biasedmf_160_0.001_0.05	0.6130	0.7203
biasedmf_160_0.01_0.05	0.6250	0.7804
biasedmf_320_0.05_0.01	0.6224	0.7709
biasedmf_80_0.001_0.1	0.6169	0.7213
biasedmf_20_0.005_0.01	0.6156	0.7796
biasedmf_80_0.001_0.05	0.6130	0.7203
biasedmf_160_0.005_0.05	0.6168	0.7677
biasedmf_160_0.001_0.1	0.6169	0.7213
biasedmf_80_0.005_0.001	0.6116	0.7654
biasedmf_160_0.005_0.005	0.6110	0.7610
biasedmf_160_0.005_0.001	0.6106	0.7615
biasedmf_160_0.01_0.01	0.6174	0.7719
biasedmf_160_0.005_0.1	0.6203	0.7734
biasedmf_80_0.01_0.001	0.6171	0.7784
biasedmf_160_0.05_0.1	0.6263	0.7684
biasedmf_80_0.01_0.01	0.6191	0.7780
biasedmf_40_0.001_0.001	0.6093	0.7193
biasedmf_80_0.01_0.05	0.6265	0.7857
biasedmf_20_0.05_0.05	0.6338	0.8069
biasedmf_160_0.005_0.01	0.6117	0.7613
biasedmf_160_0.001_0.005	0.6096	0.7193
biasedmf_20_0.01_0.1	0.6338	0.8066
biasedmf_160_0.05_0.005	0.6207	0.7743
biasedmf_160_0.05_0.001	0.6170	0.7736
biasedmf_160_0.01_0.001	0.6153	0.7722
biasedmf_40_0.005_0.001	0.6131	0.7715
biasedmf_40_0.01_0.005	0.6211	0.7896
biasedmf_80_0.01_0.1	0.6317	0.7949
biasedmf_40_0.001_0.1	0.6169	0.7213
biasedmf_20_0.01_0.05	0.6309	0.8076
biasedmf_20_0.01_0.001	0.6276	0.8157
biasedmf_80_0.05_0.1	0.6270	0.7715
biasedmf_80_0.001_0.001	0.6093	0.7192
biasedmf_80_0.05_0.001	0.6189	0.7807
biasedmf_80_0.01_0.005	0.6179	0.7775
biasedmf_40_0.01_0.1	0.6327	0.7997
biasedmf_320_0.01_0.01	0.6166	0.7681
biasedmf_20_0.001_0.005	0.6096	0.7195
biasedmf_40_0.005_0.01	0.6140	0.7712
