pmf_160_0.001_0.005	0.8466	1.1060
pmf_80_0.05_0.1	0.7672	1.0410
pmf_40_0.05_0.001	0.8330	1.3031
biasedmf_80_0.001_0.005	0.9100	1.2759
pmf_40_0.005_0.05	0.7915	1.1031
pmf_320_0.05_0.001	0.7891	1.1564
pmf_40_0.05_0.1	0.7677	1.0483
pmf_20_0.05_0.01	0.8630	1.4019
biasedmf_40_0.005_0.05	0.8902	1.2826
pmf_20_0.05_0.001	0.9083	1.5744
pmf_320_0.005_0.01	0.7690	1.0831
pmf_40_0.005_0.001	0.8166	1.2063
biasedmf_160_0.05_0.05	0.8910	1.2744
pmf_160_0.005_0.005	0.7813	1.1259
pmf_80_0.05_0.001	0.8146	1.2457
biasedmf_20_0.001_0.1	0.9169	1.2633
pmf_320_0.01_0.005	0.7704	1.1019
pmf_20_0.01_0.005	0.8695	1.4253
pmf_40_0.005_0.005	0.8135	1.1941
pmf_80_0.005_0.05	0.7802	1.0791
pmf_80_0.001_0.05	0.8607	1.1381
biasedmf_80_0.05_0.01	0.8846	1.3157
pmf_40_0.01_0.001	0.8300	1.2701
biasedmf_160_0.01_0.1	0.8903	1.2525
biasedmf_320_0.05_0.05	0.8906	1.2697
biasedmf_320_0.001_0.001	0.9097	1.2765
biasedmf_320_0.05_0.005	0.8768	1.2931
pmf_20_0.005_0.1	0.7896	1.0857
pmf_80_0.01_0.005	0.7965	1.1776
biasedmf_80_0.05_0.005	0.8836	1.3363
biasedmf_20_0.05_0.1	0.9078	1.3195
biasedmf_80_0.005_0.005	0.8825	1.3209
pmf_40_0.005_0.01	0.8099	1.1802
pmf_320_0.05_0.005	0.7730	1.0945
biasedmf_40_0.01_0.05	0.8975	1.3312
biasedmf_160_0.001_0.01	0.9103	1.2749
biasedmf_20_0.005_0.05	0.8925	1.2811
pmf_320_0.001_0.1	0.8347	1.0839
biasedmf_160_0.01_0.005	0.8791	1.3376
biasedmf_320_0.01_0.005	0.8742	1.3092
