pmf_160_0.001_0.005	3.3103	11.9104
pmf_80_0.05_0.1	3.3103	11.9104
pmf_40_0.05_0.001	3.3103	11.9104
biasedmf_80_0.001_0.005	0.6340	0.7502
pmf_40_0.005_0.05	3.3103	11.9104
pmf_320_0.05_0.001	3.3103	11.9104
pmf_40_0.05_0.1	3.3103	11.9104
pmf_20_0.05_0.01	3.3103	11.9104
biasedmf_40_0.005_0.05	0.6122	0.7512
pmf_20_0.05_0.001	3.3103	11.9104
pmf_320_0.005_0.01	3.3103	11.9104
pmf_40_0.005_0.001	3.3103	11.9104
biasedmf_160_0.05_0.05	0.6342	0.7504
pmf_160_0.005_0.005	3.3103	11.9104
pmf_80_0.05_0.001	3.3103	11.9104
biasedmf_20_0.001_0.1	0.6409	0.7511
pmf_320_0.01_0.005	3.3103	11.9104
pmf_20_0.01_0.005	3.3103	11.9104
pmf_40_0.005_0.005	3.3103	11.9104
pmf_80_0.005_0.05	3.3103	11.9104
pmf_80_0.001_0.05	3.3103	11.9104
biasedmf_80_0.05_0.01	0.6246	0.7505
pmf_40_0.01_0.001	3.3103	11.9104
biasedmf_160_0.01_0.1	0.6267	0.7508
biasedmf_320_0.05_0.05	0.6346	0.7504
biasedmf_320_0.001_0.001	0.6338	0.7499
biasedmf_320_0.05_0.005	0.6214	0.7493
pmf_20_0.005_0.1	3.3103	11.9104
pmf_80_0.01_0.005	3.3103	11.9104
biasedmf_80_0.05_0.005	0.6195	0.7507
biasedmf_20_0.05_0.1	0.6314	0.7527
biasedmf_80_0.005_0.005	0.6105	0.7511
pmf_40_0.005_0.01	3.3103	11.9104
pmf_320_0.05_0.005	3.3103	11.9104
biasedmf_40_0.01_0.05	0.6208	0.7517
biasedmf_160_0.001_0.01	0.6343	0.7502
biasedmf_20_0.005_0.05	0.6108	0.7526
pmf_320_0.001_0.1	3.3103	11.9104
biasedmf_160_0.01_0.005	0.6135	0.7500
biasedmf_320_0.01_0.005	0.6143	0.7494
pmf_20_0.05_0.05	3.3103	11.9104
pmf_320_0.005_0.005	3.3103	11.9104
pmf_40_0.01_0.01	3.3103	11.9104
pmf_160_0.05_0.1	3.3103	11.9104
biasedmf_80_0.005_0.1	0.6156	0.7514
biasedmf_40_0.001_0.01	0.6343	0.7503
pmf_40_0.01_0.05	3.3103	11.9104
biasedmf_80_0.005_0.05	0.6134	0.7505
biasedmf_40_0.05_0.05	0.6321	0.7519
pmf_20_0.001_0.005	3.3103	11.9104
biasedmf_40_0.01_0.01	0.6129	0.7532
biasedmf_40_0.05_0.01	0.6225	0.7536
biasedmf_80_0.05_0.05	0.6335	0.7507
biasedmf_40_0.05_0.005	0.6175	0.7548
biasedmf_320_0.005_0.05	0.6154	0.7496
pmf_320_0.05_0.05	3.3103	11.9104
biasedmf_160_0.05_0.01	0.6259	0.7498
pmf_20_0.01_0.001	3.3103	11.9104
pmf_320_0.01_0.01	3.3103	11.9104
biasedmf_20_0.05_0.01	0.6191	0.7658
pmf_160_0.01_0.01	3.3103	11.9104
pmf_80_0.001_0.005	3.3103	11.9104
pmf_40_0.05_0.05	3.3103	11.9104
pmf_20_0.001_0.1	3.3103	11.9104
biasedmf_40_0.005_0.005	0.6095	0.7530
pmf_80_0.001_0.01	3.3103	11.9104
biasedmf_20_0.01_0.01	0.6114	0.7594
pmf_20_0.01_0.01	3.3103	11.9104
pmf_160_0.001_0.01	3.3103	11.9104
biasedmf_20_0.005_0.005	0.6082	0.7561
pmf_20_0.005_0.005	3.3103	11.9104
biasedmf_320_0.001_0.01	0.6343	0.7501
pmf_160_0.01_0.005	3.3103	11.9104
biasedmf_80_0.001_0.01	0.6343	0.7502
biasedmf_40_0.001_0.05	0.6371	0.7505
pmf_80_0.01_0.01	3.3103	11.9104
pmf_320_0.001_0.005	3.3103	11.9104
