pmf_160_0.001_0.005	1.1066	1.9849
pmf_80_0.05_0.1	0.8712	1.2784
pmf_40_0.05_0.001	1.1744	2.4242
biasedmf_80_0.001_0.005	1.1510	2.0249
pmf_40_0.005_0.05	0.9954	1.6863
pmf_320_0.05_0.001	1.0406	1.8323
pmf_40_0.05_0.1	0.8914	1.3654
pmf_20_0.05_0.01	1.1840	2.5613
biasedmf_40_0.005_0.05	1.1629	2.1098
pmf_20_0.05_0.001	1.3040	3.0973
pmf_320_0.005_0.01	1.0448	1.8179
pmf_40_0.005_0.001	1.1651	2.3344
biasedmf_160_0.05_0.05	1.1623	1.9543
pmf_160_0.005_0.005	1.0797	1.9486
pmf_80_0.05_0.001	1.0616	1.9315
biasedmf_20_0.001_0.1	1.1915	2.0708
pmf_320_0.01_0.005	1.0493	1.8375
pmf_20_0.01_0.005	1.1818	2.5032
pmf_40_0.005_0.005	1.1336	2.2037
pmf_80_0.005_0.05	0.9733	1.5940
pmf_80_0.001_0.05	1.0946	1.8692
biasedmf_80_0.05_0.01	1.1700	2.0713
pmf_40_0.01_0.001	1.1634	2.3518
biasedmf_160_0.01_0.1	1.1535	1.9334
biasedmf_320_0.05_0.05	1.1623	1.9505
biasedmf_320_0.001_0.001	1.1457	2.0064
biasedmf_320_0.05_0.005	1.1569	2.0129
pmf_20_0.005_0.1	0.9428	1.5187
pmf_80_0.01_0.005	1.0649	1.9259
biasedmf_80_0.05_0.005	1.1706	2.1132
biasedmf_20_0.05_0.1	1.1765	2.1360
biasedmf_80_0.005_0.005	1.1652	2.1878
pmf_40_0.005_0.01	1.1058	2.0960
pmf_320_0.05_0.005	0.9627	1.5509
biasedmf_40_0.01_0.05	1.1699	2.1122
biasedmf_160_0.001_0.01	1.1526	2.0213
biasedmf_20_0.005_0.05	1.1739	2.2025
pmf_320_0.001_0.1	1.0946	1.8300
biasedmf_160_0.01_0.005	1.1601	2.1150
biasedmf_320_0.01_0.005	1.1542	2.0815
pmf_20_0.05_0.05	1.0114	1.8492
pmf_320_0.005_0.005	1.0712	1.9130
pmf_40_0.01_0.01	1.0818	2.0312
pmf_160_0.05_0.1	0.8638	1.2508
biasedmf_80_0.005_0.1	1.1470	1.9619
biasedmf_40_0.001_0.01	1.1583	2.0405
pmf_40_0.01_0.05	0.9646	1.5947
biasedmf_80_0.005_0.05	1.1553	2.0416
biasedmf_40_0.05_0.05	1.1840	2.1458
