biasedmf_0.01_0.9_0.05_0.01_0.005_20	0.9170	1.2518
biasedmf_0.01_0.9_0.01_0.05_0.005_40	0.9170	1.2518
biasedmf_0.01_1.0_0.005_0.05_0.005_40	0.8914	1.3812
biasedmf_0.005_1.0_0.05_0.05_0.05_40	0.8909	1.3156
pmf_0.01_0.9_0.05_0.05_0.01_80	1.1819	2.8529
pmf_0.01_1.0_0.005_0.05_0.05_320	0.7587	1.0572
pmf_0.005_0.9_0.005_0.05_0.01_320	1.0963	2.4844
pmf_0.01_1.0_0.005_0.05_0.005_40	0.7989	1.1695
pmf_0.005_1.0_0.01_0.01_0.005_40	0.8095	1.2091
pmf_0.01_0.9_0.005_0.005_0.05_320	1.0830	2.4221
biasedmf_0.01_1.0_0.005_0.01_0.01_160	0.8743	1.3163
biasedmf_0.01_1.0_0.005_0.05_0.05_40	0.9042	1.3675
pmf_0.005_1.0_0.005_0.01_0.05_20	0.8620	1.4075
pmf_0.01_0.9_0.05_0.005_0.005_80	1.1708	2.8076
pmf_0.005_0.9_0.05_0.005_0.05_40	1.2101	2.9747
biasedmf_0.01_0.9_0.005_0.005_0.05_40	0.9204	1.2504
biasedmf_0.005_1.0_0.005_0.005_0.05_320	0.8902	1.2844
pmf_0.005_1.0_0.01_0.005_0.005_40	0.8121	1.2196
biasedmf_0.01_0.9_0.05_0.05_0.005_40	0.9170	1.2518
pmf_0.01_0.9_0.005_0.05_0.005_20	1.2186	3.0109
pmf_0.005_1.0_0.01_0.01_0.05_160	0.7714	1.1105
biasedmf_0.01_1.0_0.005_0.005_0.005_160	0.8732	1.3236
biasedmf_0.005_0.9_0.01_0.01_0.005_20	0.9170	1.2518
biasedmf_0.01_0.9_0.005_0.005_0.05_20	0.9204	1.2504
pmf_0.005_0.9_0.01_0.005_0.01_20	1.2138	2.9905
pmf_0.005_0.9_0.01_0.01_0.005_320	1.0855	2.4338
pmf_0.005_1.0_0.01_0.05_0.005_160	0.7639	1.0765
biasedmf_0.01_1.0_0.05_0.01_0.01_20	0.9198	1.4646
pmf_0.005_1.0_0.05_0.01_0.05_80	0.7731	1.0923
pmf_0.01_1.0_0.01_0.01_0.05_320	0.7627	1.0777
biasedmf_0.005_0.9_0.05_0.01_0.005_80	0.9170	1.2518
biasedmf_0.005_1.0_0.01_0.05_0.01_80	0.8778	1.3214
pmf_0.01_0.9_0.005_0.01_0.005_160	1.1392	2.6786
biasedmf_0.005_0.9_0.05_0.01_0.01_20	0.9174	1.2516
pmf_0.005_0.9_0.005_0.05_0.005_40	1.2134	2.9883
pmf_0.005_0.9_0.05_0.05_0.005_20	1.2203	3.0188
pmf_0.005_1.0_0.05_0.05_0.01_80	0.7675	1.0618
pmf_0.01_0.9_0.005_0.005_0.05_40	1.2068	2.9605
biasedmf_0.01_0.9_0.005_0.05_0.01_20	0.9174	1.2516
biasedmf_0.01_1.0_0.005_0.01_0.01_80	0.8808	1.3414
biasedmf_0.01_0.9_0.05_0.005_0.005_40	0.9170	1.2518
pmf_0.005_0.9_0.05_0.01_0.01_80	1.1720	2.8128
biasedmf_0.01_1.0_0.005_0.005_0.005_40	0.8989	1.4212
biasedmf_0.005_1.0_0.005_0.05_0.05_80	0.8890	1.3117
biasedmf_0.01_1.0_0.01_0.005_0.01_80	0.8800	1.3380
pmf_0.01_1.0_0.01_0.05_0.005_80	0.7767	1.1036
biasedmf_0.005_0.9_0.05_0.01_0.05_20	0.9204	1.2504
pmf_0.005_0.9_0.005_0.01_0.005_320	1.0845	2.4291
biasedmf_0.01_0.9_0.01_0.005_0.05_320	0.9204	1.2504
pmf_0.01_1.0_0.05_0.05_0.05_40	0.7821	1.1018
biasedmf_0.01_0.9_0.05_0.05_0.05_160	0.9204	1.2504
biasedmf_0.005_0.9_0.05_0.05_0.005_20	0.9170	1.2518
pmf_0.01_1.0_0.005_0.005_0.05_40	0.8167	1.2362
pmf_0.005_0.9_0.01_0.01_0.005_40	1.2080	2.9655
biasedmf_0.005_1.0_0.005_0.01_0.05_20	0.9545	1.5585
biasedmf_0.005_1.0_0.05_0.05_0.01_160	0.8715	1.2845
biasedmf_0.005_0.9_0.005_0.05_0.05_160	0.9204	1.2504
biasedmf_0.01_1.0_0.005_0.01_0.01_20	0.9398	1.5525
pmf_0.01_0.9_0.05_0.01_0.005_80	1.1720	2.8128
biasedmf_0.01_0.9_0.01_0.005_0.05_20	0.9204	1.2504
pmf_0.005_1.0_0.01_0.005_0.05_320	0.7636	1.0835
biasedmf_0.01_1.0_0.05_0.05_0.005_20	0.9052	1.4034
biasedmf_0.005_0.9_0.005_0.05_0.005_320	0.9170	1.2518
pmf_0.005_0.9_0.01_0.005_0.01_80	1.1653	2.7848
pmf_0.005_1.0_0.005_0.01_0.01_40	0.8138	1.2249
pmf_0.01_0.9_0.005_0.005_0.01_160	1.1379	2.6728
pmf_0.005_0.9_0.005_0.05_0.005_160	1.1503	2.7248
biasedmf_0.005_0.9_0.05_0.05_0.05_80	0.9204	1.2504
biasedmf_0.01_1.0_0.05_0.01_0.05_320	0.8797	1.2589
pmf_0.005_0.9_0.05_0.005_0.005_80	1.1708	2.8076
pmf_0.01_0.9_0.01_0.05_0.01_40	1.2137	2.9896
pmf_0.005_1.0_0.01_0.005_0.005_160	0.7726	1.1175
biasedmf_0.01_0.9_0.005_0.005_0.05_160	0.9204	1.2504
biasedmf_0.01_0.9_0.05_0.01_0.005_40	0.9170	1.2518
pmf_0.01_1.0_0.01_0.01_0.05_160	0.7714	1.1105
biasedmf_0.01_1.0_0.01_0.05_0.01_40	0.8910	1.3708
biasedmf_0.005_0.9_0.05_0.005_0.05_320	0.9204	1.2504
biasedmf_0.005_0.9_0.01_0.05_0.05_160	0.9204	1.2504
pmf_0.01_0.9_0.05_0.01_0.05_80	1.1720	2.8128
biasedmf_0.01_1.0_0.005_0.01_0.01_320	0.8712	1.2925
pmf_0.005_0.9_0.005_0.005_0.01_160	1.1379	2.6728
biasedmf_0.005_1.0_0.01_0.01_0.005_160	0.8722	1.3174
biasedmf_0.01_0.9_0.01_0.005_0.05_80	0.9204	1.2504
pmf_0.005_1.0_0.05_0.005_0.005_40	0.7948	1.1544
pmf_0.005_1.0_0.01_0.05_0.01_80	0.7767	1.1036
biasedmf_0.005_1.0_0.05_0.01_0.005_320	0.8675	1.2816
pmf_0.005_0.9_0.01_0.05_0.005_80	1.1767	2.8311
pmf_0.01_1.0_0.005_0.01_0.005_80	0.7884	1.1541
pmf_0.01_1.0_0.005_0.05_0.01_80	0.7791	1.1136
pmf_0.01_0.9_0.05_0.01_0.005_20	1.2165	3.0023
pmf_0.01_0.9_0.05_0.005_0.05_160	1.1450	2.7030
pmf_0.005_0.9_0.01_0.005_0.005_160	1.1387	2.6762
biasedmf_0.01_0.9_0.01_0.01_0.005_320	0.9170	1.2518
pmf_0.005_1.0_0.01_0.005_0.01_320	0.7636	1.0835
biasedmf_0.005_1.0_0.05_0.05_0.01_20	0.9060	1.4012
pmf_0.005_0.9_0.005_0.01_0.05_160	1.1392	2.6786
